id,post_id,topic_id,post_number,created_at,updated_at,deleted_at,deleted_by
32942,22930,,,2015-11-18 15:01:37 UTC,2015-11-18 15:01:37 UTC,2023-10-26 21:17:06 UTC,other
33237,23152,,,2015-11-19 01:21:27 UTC,2015-11-19 01:21:27 UTC,2023-10-26 21:17:06 UTC,other
46460,31025,,,2015-12-08 23:10:23 UTC,2015-12-08 23:10:23 UTC,2023-10-26 21:09:36 UTC,other
46837,29332,,,2015-12-09 14:53:53 UTC,2015-12-09 14:53:53 UTC,2023-10-26 21:24:22 UTC,other
48103,31832,,,2015-12-11 14:49:53 UTC,2015-12-11 14:49:53 UTC,2023-10-27 00:35:29 UTC,other
48104,31867,,,2015-12-11 14:51:15 UTC,2015-12-11 14:51:15 UTC,2023-10-26 21:09:36 UTC,other
48106,31913,,,2015-12-11 14:55:50 UTC,2015-12-11 14:55:50 UTC,2023-10-26 21:09:36 UTC,other
48162,32135,,,2015-12-11 17:22:15 UTC,2015-12-11 17:22:15 UTC,2023-10-27 00:36:08 UTC,other
49341,32840,3421,2,2015-12-12 16:20:51 UTC,2015-12-12 16:20:51 UTC,,
49350,32850,,,2015-12-12 16:30:41 UTC,2015-12-12 16:30:41 UTC,2023-10-27 00:37:27 UTC,other
49366,32865,,,2015-12-12 16:59:12 UTC,2015-12-12 16:59:12 UTC,2023-10-27 00:37:27 UTC,other
49394,32880,3421,4,2015-12-12 17:22:01 UTC,2015-12-12 17:22:01 UTC,,
49996,33096,,,2015-12-12 23:26:12 UTC,2015-12-12 23:26:12 UTC,2023-10-27 00:37:29 UTC,other
50756,33755,,,2015-12-13 15:55:33 UTC,2015-12-13 15:55:33 UTC,2023-10-26 18:58:42 UTC,other
50899,33853,,,2015-12-13 17:37:48 UTC,2015-12-13 17:37:48 UTC,2023-10-27 00:38:17 UTC,other
50940,33934,3421,18,2015-12-13 17:55:36 UTC,2015-12-13 17:55:36 UTC,,
51334,33950,,,2015-12-13 22:00:13 UTC,2015-12-13 22:00:13 UTC,2023-10-26 18:58:43 UTC,other
53773,35090,3421,20,2015-12-15 03:44:23 UTC,2015-12-15 03:44:23 UTC,,
55348,35731,3421,23,2015-12-16 01:41:19 UTC,2015-12-16 01:41:19 UTC,,
67629,41951,,,2015-12-22 21:58:43 UTC,2015-12-22 21:58:43 UTC,2023-10-26 21:09:37 UTC,other
67630,41953,,,2015-12-22 21:58:47 UTC,2015-12-22 21:58:47 UTC,2023-10-26 21:09:37 UTC,other
67658,42265,,,2015-12-22 22:23:15 UTC,2015-12-22 22:23:15 UTC,2023-10-27 00:45:27 UTC,other
67838,42286,,,2015-12-23 00:36:21 UTC,2015-12-23 00:36:21 UTC,2023-10-27 00:45:27 UTC,other
69457,43032,,,2015-12-23 22:54:27 UTC,2015-12-23 22:54:27 UTC,2023-10-27 00:45:45 UTC,other
69505,43039,,,2015-12-23 23:03:51 UTC,2015-12-23 23:03:51 UTC,2023-10-27 00:44:01 UTC,other
70566,43595,,,2015-12-24 15:41:37 UTC,2015-12-24 15:41:37 UTC,2023-10-27 00:45:46 UTC,other
70678,43692,,,2015-12-24 17:03:11 UTC,2015-12-24 17:03:11 UTC,2023-10-27 00:45:46 UTC,other
71324,44036,,,2015-12-24 22:10:22 UTC,2015-12-24 22:10:22 UTC,2023-10-27 00:44:05 UTC,other
71941,44364,,,2015-12-25 13:14:53 UTC,2015-12-25 13:14:53 UTC,2023-10-27 00:45:47 UTC,other
71981,44449,,,2015-12-25 14:03:27 UTC,2015-12-25 14:03:27 UTC,2023-10-27 00:44:06 UTC,other
73233,45140,,,2015-12-25 21:08:05 UTC,2015-12-25 21:08:05 UTC,2023-10-26 21:14:21 UTC,other
74751,46308,,,2015-12-26 16:56:14 UTC,2015-12-26 16:56:14 UTC,2023-10-27 00:46:57 UTC,other
75783,46901,,,2015-12-27 02:35:07 UTC,2015-12-27 02:35:07 UTC,2023-10-27 00:47:01 UTC,other
76274,47193,4040,12,2015-12-27 15:40:14 UTC,2015-12-27 15:40:14 UTC,2021-03-22 17:56:22 UTC,other
76309,47219,,,2015-12-27 15:55:13 UTC,2015-12-27 15:55:13 UTC,2023-10-27 00:47:32 UTC,other
80273,49213,,,2015-12-29 16:50:30 UTC,2015-12-29 16:50:30 UTC,2023-10-27 00:45:27 UTC,other
80274,49211,,,2015-12-29 16:50:31 UTC,2015-12-29 16:50:31 UTC,2023-10-27 00:45:27 UTC,other
80447,48986,,,2015-12-29 18:33:10 UTC,2015-12-29 18:33:10 UTC,2023-10-27 00:48:25 UTC,other
82451,50789,,,2015-12-30 15:45:40 UTC,2015-12-30 15:45:40 UTC,2023-10-27 00:47:08 UTC,other
82524,50828,,,2015-12-30 16:03:46 UTC,2015-12-30 16:03:46 UTC,2023-10-27 00:49:40 UTC,other
82541,49020,,,2015-12-30 16:10:09 UTC,2015-12-30 16:10:09 UTC,2023-10-27 00:48:35 UTC,other
82992,51052,,,2015-12-30 19:11:16 UTC,2015-12-30 19:11:16 UTC,2023-10-27 00:49:49 UTC,other
82993,51045,,,2015-12-30 19:11:17 UTC,2015-12-30 19:11:17 UTC,2023-10-27 00:49:49 UTC,other
91116,57757,,,2016-01-02 17:21:21 UTC,2016-01-02 17:21:21 UTC,2023-10-27 00:53:48 UTC,other
91117,57762,4413,26,2016-01-02 17:22:12 UTC,2016-01-02 17:22:12 UTC,2016-01-02 17:22:16 UTC,other
91121,57765,,,2016-01-02 17:24:29 UTC,2016-01-02 17:24:29 UTC,2023-10-27 00:53:48 UTC,other
97027,61575,,,2016-01-05 17:57:26 UTC,2016-01-05 17:57:26 UTC,2023-10-27 00:59:09 UTC,other
105193,65051,,,2016-01-09 01:56:58 UTC,2016-01-09 01:56:58 UTC,2023-10-27 01:00:57 UTC,other
106103,65518,57,14,2016-01-09 15:53:42 UTC,2016-01-09 15:53:42 UTC,2016-01-09 16:39:54 UTC,other
106411,65757,,,2016-01-09 18:50:27 UTC,2016-01-09 18:50:27 UTC,2023-10-26 21:09:46 UTC,other
106412,65755,,,2016-01-09 18:50:29 UTC,2016-01-09 18:50:29 UTC,2023-10-26 21:09:46 UTC,other
106413,65753,,,2016-01-09 18:50:30 UTC,2016-01-09 18:50:30 UTC,2023-10-26 21:09:46 UTC,other
106414,65747,,,2016-01-09 18:50:33 UTC,2016-01-09 18:50:33 UTC,2023-10-26 21:09:46 UTC,other
106415,14501,,,2016-01-09 18:50:36 UTC,2016-01-09 18:50:36 UTC,2023-10-26 21:09:45 UTC,other
106416,14497,,,2016-01-09 18:50:36 UTC,2016-01-09 18:50:36 UTC,2023-10-26 21:09:45 UTC,other
106417,14493,,,2016-01-09 18:50:37 UTC,2016-01-09 18:50:37 UTC,2023-10-26 21:09:45 UTC,other
106420,13737,,,2016-01-09 18:50:39 UTC,2016-01-09 18:50:39 UTC,2023-10-26 21:09:45 UTC,other
106421,11870,,,2016-01-09 18:50:40 UTC,2016-01-09 18:50:40 UTC,2023-10-26 21:09:45 UTC,other
106422,11869,,,2016-01-09 18:50:41 UTC,2016-01-09 18:50:41 UTC,2023-10-26 21:09:45 UTC,other
106424,11868,,,2016-01-09 18:50:43 UTC,2016-01-09 18:50:43 UTC,2023-10-26 21:09:45 UTC,other
106425,11866,,,2016-01-09 18:50:44 UTC,2016-01-09 18:50:44 UTC,2023-10-26 21:09:45 UTC,other
109989,67991,,,2016-01-10 22:35:51 UTC,2016-01-10 22:35:51 UTC,2023-10-27 00:35:17 UTC,other
113786,70317,,,2016-01-12 18:52:13 UTC,2016-01-12 18:52:13 UTC,2023-10-27 01:01:27 UTC,other
113787,70318,,,2016-01-12 18:52:15 UTC,2016-01-12 18:52:15 UTC,2023-10-27 01:01:27 UTC,other
116343,71480,,,2016-01-13 14:52:46 UTC,2016-01-13 14:52:46 UTC,2023-10-27 01:01:27 UTC,other
116344,71596,,,2016-01-13 14:53:45 UTC,2016-01-13 14:53:45 UTC,2023-10-26 22:41:27 UTC,other
118824,73077,,,2016-01-14 14:57:13 UTC,2016-01-14 14:57:13 UTC,2023-10-27 01:01:28 UTC,other
118825,73082,,,2016-01-14 14:57:16 UTC,2016-01-14 14:57:16 UTC,2023-10-27 01:01:28 UTC,other
118826,73116,,,2016-01-14 14:57:19 UTC,2016-01-14 14:57:19 UTC,2023-10-27 01:01:28 UTC,other
120441,74073,,,2016-01-15 02:29:05 UTC,2016-01-15 02:29:05 UTC,2023-10-27 01:01:28 UTC,other
120612,74129,,,2016-01-15 03:17:24 UTC,2016-01-15 03:17:24 UTC,2023-10-27 01:01:28 UTC,other
121254,74597,,,2016-01-15 19:38:28 UTC,2016-01-15 19:38:28 UTC,2023-10-27 00:44:13 UTC,other
121545,74715,,,2016-01-15 21:10:33 UTC,2016-01-15 21:10:33 UTC,2023-10-27 01:06:22 UTC,other
133603,81616,1247,228,2016-01-19 16:06:59 UTC,2016-01-19 16:06:59 UTC,,
142472,85834,,,2016-01-22 03:51:18 UTC,2016-01-22 03:51:18 UTC,2023-10-26 23:52:02 UTC,other
144791,86988,5337,2,2016-01-23 03:48:30 UTC,2016-01-23 03:48:30 UTC,,
144792,86989,5337,3,2016-01-23 03:48:30 UTC,2016-01-23 03:48:30 UTC,,
144793,86997,5337,6,2016-01-23 03:49:42 UTC,2016-01-23 03:49:42 UTC,,
146978,88182,5337,37,2016-01-23 22:08:51 UTC,2016-01-23 22:08:51 UTC,,
146979,88180,5337,36,2016-01-23 22:08:52 UTC,2016-01-23 22:08:52 UTC,,
146980,88176,5337,33,2016-01-23 22:08:56 UTC,2016-01-23 22:08:56 UTC,,
146996,88199,5337,44,2016-01-23 22:13:59 UTC,2016-01-23 22:13:59 UTC,,
146997,88192,5337,42,2016-01-23 22:14:01 UTC,2016-01-23 22:14:01 UTC,,
147000,88202,5337,46,2016-01-23 22:15:46 UTC,2016-01-23 22:15:46 UTC,,
147001,88201,5337,45,2016-01-23 22:15:47 UTC,2016-01-23 22:15:47 UTC,,
147077,88237,,,2016-01-23 22:31:30 UTC,2016-01-23 22:31:30 UTC,2023-10-27 01:12:13 UTC,other
147078,88241,,,2016-01-23 22:31:32 UTC,2016-01-23 22:31:32 UTC,2023-10-27 01:12:13 UTC,other
147105,88247,,,2016-01-23 22:34:55 UTC,2016-01-23 22:34:55 UTC,2023-10-27 01:12:13 UTC,other
147227,88277,,,2016-01-23 22:58:52 UTC,2016-01-23 22:58:52 UTC,2023-10-27 01:07:34 UTC,other
147331,88318,,,2016-01-23 23:29:14 UTC,2016-01-23 23:29:14 UTC,2023-10-27 01:12:14 UTC,other
147421,88382,,,2016-01-23 23:57:13 UTC,2016-01-23 23:57:13 UTC,2023-10-27 01:12:14 UTC,other
148455,88826,,,2016-01-24 03:21:56 UTC,2016-01-24 03:21:56 UTC,2023-10-27 01:07:34 UTC,other
155394,92766,3208,4572,2016-01-26 03:10:53 UTC,2016-01-26 03:10:53 UTC,2021-06-29 19:24:49 UTC,other
155396,92770,3208,4574,2016-01-26 03:11:00 UTC,2016-01-26 03:11:00 UTC,2021-06-29 19:24:49 UTC,other
155441,92771,,,2016-01-26 03:23:03 UTC,2016-01-26 03:23:03 UTC,2023-10-26 21:12:22 UTC,other
156157,92791,,,2016-01-26 14:43:38 UTC,2016-01-26 14:43:38 UTC,2023-10-27 01:13:42 UTC,other
156158,92808,,,2016-01-26 14:43:43 UTC,2016-01-26 14:43:43 UTC,2023-10-27 01:13:42 UTC,other
156161,93044,,,2016-01-26 14:46:31 UTC,2016-01-26 14:46:31 UTC,2023-10-27 01:13:36 UTC,other
156621,93353,,,2016-01-26 19:14:52 UTC,2016-01-26 19:14:52 UTC,2023-10-27 01:01:29 UTC,other
156760,93377,,,2016-01-26 20:00:07 UTC,2016-01-26 20:00:07 UTC,2023-10-27 01:01:29 UTC,other
156823,93408,,,2016-01-26 20:35:21 UTC,2016-01-26 20:35:21 UTC,2023-10-27 01:01:29 UTC,other
160048,94888,,,2016-01-27 14:43:08 UTC,2016-01-27 14:43:08 UTC,2023-10-27 01:17:27 UTC,other
160049,94889,,,2016-01-27 14:43:09 UTC,2016-01-27 14:43:09 UTC,2023-10-27 01:17:27 UTC,other
160050,94892,,,2016-01-27 14:43:11 UTC,2016-01-27 14:43:11 UTC,2023-10-27 01:17:27 UTC,other
160051,94895,,,2016-01-27 14:43:13 UTC,2016-01-27 14:43:13 UTC,2023-10-27 01:17:27 UTC,other
160052,94896,,,2016-01-27 14:43:14 UTC,2016-01-27 14:43:14 UTC,2023-10-27 01:17:27 UTC,other
160053,94898,,,2016-01-27 14:43:18 UTC,2016-01-27 14:43:18 UTC,2023-10-27 01:17:27 UTC,other
160216,94971,,,2016-01-27 17:18:00 UTC,2016-01-27 17:18:00 UTC,2023-10-27 00:45:28 UTC,other
160217,94977,,,2016-01-27 17:18:00 UTC,2016-01-27 17:18:00 UTC,2023-10-27 00:45:28 UTC,other
163383,94587,,,2016-01-28 15:00:54 UTC,2016-01-28 15:00:54 UTC,2023-10-27 01:17:02 UTC,other
163685,96611,,,2016-01-28 18:35:30 UTC,2016-01-28 18:35:30 UTC,2023-10-27 01:04:24 UTC,other
180183,104430,,,2016-02-02 18:31:41 UTC,2016-02-02 18:31:41 UTC,2023-10-27 01:01:29 UTC,other
181685,105389,,,2016-02-03 01:32:34 UTC,2016-02-03 01:32:34 UTC,2023-10-27 01:27:56 UTC,other
182149,105799,,,2016-02-03 02:55:21 UTC,2016-02-03 02:55:21 UTC,2023-10-27 01:29:01 UTC,other
182294,105916,,,2016-02-03 03:45:58 UTC,2016-02-03 03:45:58 UTC,2023-10-27 01:29:02 UTC,other
182864,106215,,,2016-02-03 18:19:13 UTC,2016-02-03 18:19:13 UTC,2023-10-27 01:29:12 UTC,other
183087,106294,,,2016-02-03 19:46:27 UTC,2016-02-03 19:46:27 UTC,2023-10-27 01:12:44 UTC,other
183100,106308,,,2016-02-03 19:52:55 UTC,2016-02-03 19:52:55 UTC,2023-10-27 01:12:45 UTC,other
183151,106340,,,2016-02-03 20:18:48 UTC,2016-02-03 20:18:48 UTC,2023-10-27 01:29:14 UTC,other
183158,106346,,,2016-02-03 20:22:26 UTC,2016-02-03 20:22:26 UTC,2023-10-27 01:29:15 UTC,other
183259,106383,,,2016-02-03 20:58:53 UTC,2016-02-03 20:58:53 UTC,2023-10-27 01:29:15 UTC,other
183365,106435,,,2016-02-03 21:45:31 UTC,2016-02-03 21:45:31 UTC,2023-10-27 01:29:16 UTC,other
183366,106430,,,2016-02-03 21:45:33 UTC,2016-02-03 21:45:33 UTC,2023-10-27 01:29:16 UTC,other
183368,106442,,,2016-02-03 21:48:45 UTC,2016-02-03 21:48:45 UTC,2023-10-27 01:29:16 UTC,other
183369,106437,,,2016-02-03 21:48:47 UTC,2016-02-03 21:48:47 UTC,2023-10-27 01:29:16 UTC,other
183370,106438,,,2016-02-03 21:48:48 UTC,2016-02-03 21:48:48 UTC,2023-10-27 01:29:16 UTC,other
183373,106445,6072,17,2016-02-03 21:52:24 UTC,2016-02-03 21:52:24 UTC,2016-03-07 05:19:45 UTC,other
183437,106479,6072,22,2016-02-03 22:10:07 UTC,2016-02-03 22:10:07 UTC,2021-06-29 19:29:11 UTC,other
183509,106526,,,2016-02-03 22:49:06 UTC,2016-02-03 22:49:06 UTC,2023-10-27 01:29:17 UTC,other
183560,106559,,,2016-02-03 22:59:41 UTC,2016-02-03 22:59:41 UTC,2023-10-27 01:29:17 UTC,other
183561,106553,,,2016-02-03 22:59:42 UTC,2016-02-03 22:59:42 UTC,2023-10-27 01:29:17 UTC,other
183563,106543,,,2016-02-03 22:59:45 UTC,2016-02-03 22:59:45 UTC,2023-10-27 01:29:17 UTC,other
183564,106539,,,2016-02-03 22:59:46 UTC,2016-02-03 22:59:46 UTC,2023-10-27 01:29:17 UTC,other
183585,106567,,,2016-02-03 23:06:17 UTC,2016-02-03 23:06:17 UTC,2023-10-27 01:29:17 UTC,other
183593,106573,,,2016-02-03 23:09:25 UTC,2016-02-03 23:09:25 UTC,2023-10-27 01:29:18 UTC,other
183610,106585,,,2016-02-03 23:15:00 UTC,2016-02-03 23:15:00 UTC,2023-10-27 01:29:18 UTC,other
183611,106578,,,2016-02-03 23:15:01 UTC,2016-02-03 23:15:01 UTC,2023-10-27 01:29:18 UTC,other
183873,106658,,,2016-02-03 23:54:46 UTC,2016-02-03 23:54:46 UTC,2023-10-27 01:29:18 UTC,other
183876,106655,,,2016-02-03 23:54:47 UTC,2016-02-03 23:54:47 UTC,2023-10-27 01:29:18 UTC,other
183877,106654,,,2016-02-03 23:54:48 UTC,2016-02-03 23:54:48 UTC,2023-10-27 01:29:18 UTC,other
183879,106653,,,2016-02-03 23:54:50 UTC,2016-02-03 23:54:50 UTC,2023-10-27 01:29:18 UTC,other
183880,106651,,,2016-02-03 23:54:56 UTC,2016-02-03 23:54:56 UTC,2023-10-27 01:29:18 UTC,other
183881,106641,6072,56,2016-02-03 23:54:57 UTC,2016-02-03 23:54:57 UTC,2016-02-03 23:59:34 UTC,other
183883,106613,,,2016-02-03 23:55:00 UTC,2016-02-03 23:55:00 UTC,2023-10-27 01:29:18 UTC,other
183885,106606,,,2016-02-03 23:55:01 UTC,2016-02-03 23:55:01 UTC,2023-10-27 01:29:18 UTC,other
185753,106998,,,2016-02-04 17:35:39 UTC,2016-02-04 17:35:39 UTC,2023-10-27 01:29:18 UTC,other
185786,107652,,,2016-02-04 17:55:26 UTC,2016-02-04 17:55:26 UTC,2023-10-27 01:29:19 UTC,other
185881,107717,,,2016-02-04 19:20:53 UTC,2016-02-04 19:20:53 UTC,2023-10-27 01:29:37 UTC,other
187348,108366,,,2016-02-05 00:45:54 UTC,2016-02-05 00:45:54 UTC,2023-10-27 01:29:54 UTC,other
187653,108591,,,2016-02-05 01:35:49 UTC,2016-02-05 01:35:49 UTC,2023-10-27 01:29:51 UTC,other
189082,109287,,,2016-02-05 16:25:08 UTC,2016-02-05 16:25:08 UTC,2023-10-27 01:01:30 UTC,other
189083,109267,,,2016-02-05 16:25:11 UTC,2016-02-05 16:25:11 UTC,2023-10-27 01:01:30 UTC,other
199576,114524,,,2016-02-08 01:23:31 UTC,2016-02-08 01:23:31 UTC,2023-10-27 01:32:28 UTC,other
199584,114528,,,2016-02-08 01:24:09 UTC,2016-02-08 01:24:09 UTC,2023-10-27 01:32:28 UTC,other
199613,114561,,,2016-02-08 01:30:29 UTC,2016-02-08 01:30:29 UTC,2023-10-27 01:32:29 UTC,other
199622,114574,,,2016-02-08 01:32:13 UTC,2016-02-08 01:32:13 UTC,2023-10-27 01:32:30 UTC,other
199636,114590,,,2016-02-08 01:35:30 UTC,2016-02-08 01:35:30 UTC,2023-10-27 01:32:31 UTC,other
199740,114684,,,2016-02-08 01:47:44 UTC,2016-02-08 01:47:44 UTC,2023-10-27 01:32:34 UTC,other
206935,115942,,,2016-02-10 03:42:12 UTC,2016-02-10 03:42:12 UTC,2023-10-27 01:33:40 UTC,other
264477,146642,,,2016-02-23 03:43:00 UTC,2016-02-23 03:43:00 UTC,2023-10-27 01:45:42 UTC,other
264532,146653,,,2016-02-23 04:01:13 UTC,2016-02-23 04:01:13 UTC,2023-10-27 01:45:42 UTC,other
264533,146658,,,2016-02-23 04:01:17 UTC,2016-02-23 04:01:17 UTC,2023-10-27 01:45:42 UTC,other
264536,146664,,,2016-02-23 04:01:32 UTC,2016-02-23 04:01:32 UTC,2023-10-27 01:45:42 UTC,other
265319,146698,,,2016-02-23 14:28:30 UTC,2016-02-23 14:28:30 UTC,2023-10-27 01:45:43 UTC,other
265320,146697,,,2016-02-23 14:28:31 UTC,2016-02-23 14:28:31 UTC,2023-10-27 01:45:43 UTC,other
269459,148525,,,2016-02-24 14:40:50 UTC,2016-02-24 14:40:50 UTC,2023-10-27 01:56:59 UTC,other
298749,159873,,,2016-03-01 14:24:15 UTC,2016-03-01 14:24:15 UTC,2023-10-27 02:01:17 UTC,other
298752,162091,,,2016-03-01 14:25:55 UTC,2016-03-01 14:25:55 UTC,2023-10-27 02:52:36 UTC,other
332837,176309,,,2016-03-08 14:33:23 UTC,2016-03-08 14:33:23 UTC,2023-10-27 00:45:28 UTC,other
360138,193391,,,2016-03-15 02:00:21 UTC,2016-03-15 02:00:21 UTC,2023-10-27 03:19:10 UTC,other
360139,193385,,,2016-03-15 02:00:22 UTC,2016-03-15 02:00:22 UTC,2023-10-27 03:19:10 UTC,other
360148,193396,,,2016-03-15 02:03:01 UTC,2016-03-15 02:03:01 UTC,2023-10-27 03:19:10 UTC,other
360152,193399,,,2016-03-15 02:03:12 UTC,2016-03-15 02:03:12 UTC,2023-10-27 03:19:11 UTC,other
360154,193401,9532,9,2016-03-15 02:03:51 UTC,2016-03-15 02:03:51 UTC,2021-06-29 19:30:19 UTC,other
360155,193400,,,2016-03-15 02:03:52 UTC,2016-03-15 02:03:52 UTC,2023-10-27 03:19:11 UTC,other
360200,193414,,,2016-03-15 02:11:09 UTC,2016-03-15 02:11:09 UTC,2023-10-27 03:19:11 UTC,other
360201,193407,,,2016-03-15 02:11:13 UTC,2016-03-15 02:11:13 UTC,2023-10-27 03:19:11 UTC,other
360202,193404,,,2016-03-15 02:11:17 UTC,2016-03-15 02:11:17 UTC,2023-10-27 03:19:11 UTC,other
365178,186014,,,2016-03-16 14:16:45 UTC,2016-03-16 14:16:45 UTC,2023-10-27 01:28:01 UTC,other
399445,205653,,,2016-03-21 23:50:06 UTC,2016-03-21 23:50:06 UTC,2023-10-27 03:25:43 UTC,other
404157,207198,,,2016-03-22 22:23:55 UTC,2016-03-22 22:23:55 UTC,2023-10-27 03:25:43 UTC,other
404158,207197,,,2016-03-22 22:23:58 UTC,2016-03-22 22:23:58 UTC,2023-10-27 03:25:43 UTC,other
404159,207196,10010,56,2016-03-22 22:24:03 UTC,2016-03-22 22:24:03 UTC,2021-06-29 19:27:53 UTC,other
404173,207212,,,2016-03-22 22:28:01 UTC,2016-03-22 22:28:01 UTC,2023-10-27 03:25:43 UTC,other
404218,207231,,,2016-03-22 22:36:08 UTC,2016-03-22 22:36:08 UTC,2023-10-27 03:25:43 UTC,other
404219,207224,,,2016-03-22 22:36:09 UTC,2016-03-22 22:36:09 UTC,2023-10-27 03:25:43 UTC,other
404869,207300,,,2016-03-23 00:07:55 UTC,2016-03-23 00:07:55 UTC,2023-10-27 03:25:43 UTC,other
406518,207233,,,2016-03-23 02:33:35 UTC,2016-03-23 02:33:35 UTC,2023-10-27 03:25:43 UTC,other
408461,208536,9770,233,2016-03-23 14:03:36 UTC,2016-03-23 14:03:36 UTC,,
408703,208615,,,2016-03-23 15:31:22 UTC,2016-03-23 15:31:22 UTC,2023-10-27 03:53:40 UTC,other
410854,209420,,,2016-03-23 22:40:23 UTC,2016-03-23 22:40:23 UTC,2023-10-27 03:25:44 UTC,other
413881,209979,3208,19280,2016-03-24 13:33:51 UTC,2016-03-24 13:33:51 UTC,,
414281,210583,9770,273,2016-03-24 16:06:27 UTC,2016-03-24 16:06:27 UTC,,
417688,211748,9770,289,2016-03-25 01:12:57 UTC,2016-03-25 01:12:57 UTC,2016-03-25 01:13:22 UTC,other
417828,211771,9770,299,2016-03-25 01:25:23 UTC,2016-03-25 01:25:23 UTC,,
417836,211779,9770,302,2016-03-25 01:26:13 UTC,2016-03-25 01:26:13 UTC,,
417837,211777,9770,301,2016-03-25 01:26:16 UTC,2016-03-25 01:26:16 UTC,,
419743,211946,,,2016-03-25 13:13:14 UTC,2016-03-25 13:13:14 UTC,2023-10-27 03:53:53 UTC,other
420277,212553,,,2016-03-25 15:01:55 UTC,2016-03-25 15:01:55 UTC,2023-10-27 01:18:54 UTC,other
420496,212650,,,2016-03-25 15:39:48 UTC,2016-03-25 15:39:48 UTC,2023-10-27 03:56:19 UTC,other
420872,212794,9770,330,2016-03-25 17:13:23 UTC,2016-03-25 17:13:23 UTC,,
426539,215361,10520,1,2016-03-26 18:41:10 UTC,2016-03-26 18:41:10 UTC,2016-03-26 18:44:47 UTC,other
426722,215502,,,2016-03-26 19:16:48 UTC,2016-03-26 19:16:48 UTC,2023-10-27 03:53:08 UTC,other
